job_id,isic_1digit,isic_2digit,isic_3digit,isic_4digit,isic_1digit_confidence,isic_2digit_confidence,isic_3digit_confidence,isic_4digit_confidence,isco_1digit,isco_2digit,isco_3digit,isco_4digit,isco_1digit_confidence,isco_2digit_confidence,isco_3digit_confidence,isco_4digit_confidence,classification_summary
24796,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5221 - Service activities incidental to land transportation,0.95,0.85,0.9,0.8,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1212 - Administrative services managers,0.9,0.75,0.8,0.75,
25333,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.95,0.9,0.85,0.8,3 - Technicians and associate professionals,31 - Science and engineering technicians,311 - Physical and engineering science technicians,,0.9,0.85,0.7,0.3,
24189,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5220 - Support activities for transportation,0.95,0.9,0.85,0.7,2 - Professionals,22 - Health professionals,226 - Other health professionals,2263 - Environmental and occupational health and hygiene professionals,0.8,0.6,0.6,0.7,
25233,C - Manufacturing,,,,0.7,0.2,0.2,0.2,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Numerical clerks,4311 - Accounting and bookkeeping clerks,0.95,0.9,0.85,0.8,
25027,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.95,0.95,3 - Technicians and associate professionals,31 - Science and engineering technicians,311 - Physical and engineering science technicians,,0.95,0.9,0.7,0.2,
25061,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles",467 - Wholesale of other goods (includes wholesale of fuels and related products),"4671 - Wholesale of solid, liquid and gaseous fuels and related products",0.95,0.96,0.9,0.92,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Heavy truck and bus drivers,8332 - Heavy truck and lorry drivers,0.98,0.97,0.95,0.92,
23926,H - Transportation and storage,51 - Air transport,512 - Freight air transport,5120 - Freight air transport,0.95,0.92,0.85,0.8,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording and transport clerks,4322 - Material-recording and transport clerks,0.95,0.9,0.88,0.85,
24942,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5220 - Support activities for transportation,0.9,0.8,0.7,0.6,2 - Professionals,25 - Information and communications technology professionals,252 - Database and network professionals,2521 - Database designers and administrators,0.85,0.8,0.7,0.6,
24359,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0720 - Mining of non-ferrous metal ores,0.99,0.98,0.95,0.85,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording clerks,4322 - Shipping and receiving clerks,0.85,0.8,0.8,0.75,
24747,S - Other service activities,95 - Repair of computers and personal and household goods,951 - Repair of computers and peripheral equipment,9511 - Repair of computers and peripheral equipment,0.9,0.9,0.85,0.9,3 - Technicians and associate professionals,35 - Information and communications technicians,351 - Information and communications technology operations and user support technicians,3513 - Computer network and systems technicians,0.95,0.95,0.9,0.9,
25287,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,,0.99,0.98,0.92,0.3,2 - Professionals,21 - Science and engineering professionals,211 - Physical and earth science professionals,,0.99,0.95,0.9,0.3,
25369,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,,0.9,0.7,0.2,0.1,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1212 - Finance managers,0.95,0.8,0.7,0.75,
25237,F - Construction,43 - Specialised construction activities,"432 - Electrical, plumbing and other construction installation activities",4321 - Electrical installation,0.95,0.95,0.9,0.88,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic trades workers,7411 - Electricians,0.98,0.95,0.9,0.92,
25165,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.98,0.97,0.95,0.9,8 - Plant and machine operators and assemblers,81 - Stationary plant and machine operators,811 - Mining and mineral processing plant operators,8112 - Mine drill rig operator / Driller (diamond drill operator),0.95,0.8,0.75,0.6,
24475,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.99,0.98,0.96,0.9,1 - Managers,13 - Production and specialised services managers,"132 - Manufacturing, mining and construction managers",1322 - Mining production managers,0.95,0.9,0.8,0.65,
25095,Q - Human health and social work activities,88 - Social work activities without accommodation,88.9 - Other social work activities without accommodation,88.99 - Other social work activities without accommodation n.e.c.,0.95,0.95,0.9,0.85,2 - Professionals,"26 - Legal, social and cultural professionals",263 - Social and religious professionals,2634 - Social work and counselling professionals,0.95,0.9,0.9,0.85,
24996,B,07,072,0720,0.95,0.9,0.85,0.8,5,54,541,5411,0.8,0.75,0.7,0.6,
25302,F - Construction,41 - Construction of buildings,412 - Construction of residential and non-residential buildings,4120 - Construction of residential and non-residential buildings,0.75,0.6,0.5,0.5,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor mechanics and repairers,7231 - Motor mechanics and repairers,0.95,0.85,0.85,0.85,
24937,P - Education,85 - Education,85.3 - Higher education (tertiary education activities),,0.95,0.95,0.9,0.2,3 - Technicians and associate professionals,31 - Science and engineering technicians,311 - Physical and engineering science technicians,,0.95,0.9,0.85,0.2,
25379,C - Manufacturing,10 - Manufacture of food products,"106 - Manufacture of grain mill products, starches and starch products",1061 - Manufacture of grain mill products,0.98,0.96,0.9,0.9,3 - Technicians and associate professionals,31 - Science and engineering technicians,"312 - Mining, manufacturing and construction supervisors",3121 - Manufacturing supervisors,0.9,0.85,0.9,0.95,
25248,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,,0.95,0.95,0.85,0.2,2 - Professionals,24 - Business and administration professionals,242 - Administration professionals,2421 - Human resource professionals,0.9,0.9,0.85,0.8,
25254,C - Manufacturing,10 - Manufacture of food products,"106 - Manufacture of grain mill products, starches and starch products",1061 - Manufacture of grain mill products,0.95,0.9,0.85,0.8,5 - Service and sales workers,52 - Sales workers,522 - Shop sales assistants and demonstrators,5223 - Demonstrators and product promoters (merchandisers),0.95,0.9,0.85,0.7,
24645,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5222 - Service activities incidental to water transportation,0.99,0.95,0.9,0.9,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,"833 - Ship and related workers (deck crew, seafarers)","8332 - Ship's deck crew / Seafarers (tugboat crew, deckhands)",0.9,0.8,0.75,0.7,
25073,H - Transportation and storage,49 - Land transport and transport via pipelines,494 - Freight transport by road,4941 - Freight transport by road,0.98,0.96,0.92,0.9,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Drivers and mobile-plant operators (heavy vehicles),8332 - Heavy truck and lorry drivers,0.95,0.94,0.9,0.9,
24919,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.98,0.97,0.95,0.8,2 - Professionals,24 - Business and administration professionals,242 - Administration and organisation professionals,2423 - Personnel and careers professionals,0.95,0.9,0.75,0.6,
25025,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.99,0.98,0.98,1 - Managers,12 - Administrative and commercial managers,"122 - Sales, marketing and public relations managers",1222 - Advertising and public relations managers,0.98,0.95,0.95,0.9,
25136,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.9,0.9,2 - Professionals,"26 - Legal, social and cultural professionals","262 - Librarians, archivists and curators",2621 - Librarians and related information professionals,0.95,0.85,0.8,0.75,
22683,H - Transportation and storage,51 - Air transport,51.1 - Passenger air transport,51.10 - Passenger air transport,0.95,0.9,0.85,0.75,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording and transport clerks,4321 - Stock clerks and order clerks,0.95,0.9,0.9,0.9,
25393,H - Transportation and storage,52 - Warehousing and support activities for transportation,521 - Warehousing and storage,5210 - Warehousing and storage,0.95,0.95,0.95,0.95,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Material-recording clerks / Stock clerks and storekeepers (inventory control),,0.9,0.88,0.8,0.2,
25376,P - Education,85 - Education,85.3 - Higher education,,0.95,0.95,0.9,0.2,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,,0.95,0.95,0.9,0.25,
25275,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.98,0.98,0.97,0.96,2 - Professionals,24 - Business and administration professionals,242 - Administration professionals,2421 - Management and organisation analysts,0.7,0.75,0.6,0.4,
25394,"M - Professional, scientific and technical activities",73 - Advertising and market research,731 - Advertising,7310 - Advertising,0.85,0.8,0.75,0.7,5 - Service and sales workers,52 - Sales workers,522 - Shop sales assistants,5223 - Shop sales assistants (merchandiser),0.95,0.9,0.8,0.7,
24737,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,,0.95,0.95,0.9,0.3,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,"2146 - Mining, metallurgical and related engineers",0.99,0.98,0.95,0.85,
25126,"M - Professional, scientific and technical activities",69 - Legal and accounting activities,"692 - Accounting, bookkeeping and auditing activities; tax consultancy","6920 - Accounting, bookkeeping and auditing activities; tax consultancy",0.85,0.9,0.9,0.9,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Numerical and material recording clerks,4312 - Book-keepers and other accounting clerks,0.99,0.95,0.95,0.95,
24834,H - Transportation and storage,49 - Land transport and transport via pipelines,493 - Other passenger land transport,4939 - Other passenger land transport n.e.c.,0.95,0.9,0.7,0.6,8 - Plant and machine operators and assemblers,83 - Drivers and mobile plant operators,833 - Drivers and mobile-plant operators,"8334 - Car, taxi and van drivers",0.95,0.9,0.85,0.7,
25258,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,452 - Maintenance and repair of motor vehicles,4520 - Maintenance and repair of motor vehicles,0.98,0.97,0.95,0.93,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor mechanics and repairers,7231 - Motor vehicle mechanics and repairers,0.9,0.88,0.86,0.84,
25001,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.98,0.95,0.92,0.85,8 - Plant and machine operators and assemblers,81 - Stationary plant and machine operators,811 - Mining and mineral processing plant operators,8112 - Mining and mineral processing plant operators (shotcrete/underground equipment operator),0.95,0.8,0.65,0.5,
25016,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,451 - Sale of motor vehicles,4510 - Sale of motor vehicles,0.98,0.98,0.97,0.95,5 - Service and sales workers,52 - Sales workers,522 - Shop sales assistants and other sales workers,,0.95,0.9,0.85,0.3,
25307,I - Accommodation and food service activities,55 - Accommodation,55.1 - Hotels and similar accommodation,55.10 - Hotels and similar accommodation,0.95,0.95,0.9,0.9,1 - Managers,13 - Production and specialised services managers,133 - Information and communications technology service managers,1330 - Information and communications technology service managers,0.9,0.85,0.8,0.75,
25281,C - Manufacturing,10 - Manufacture of food products,108 - Manufacture of other food products,1089 - Manufacture of other food products n.e.c.,0.95,0.95,0.85,0.8,2 - Professionals,21 - Science and engineering professionals,"211 - Physical and earth science professionals (physicists, chemists and related)",2112 - Chemists,0.9,0.85,0.8,0.75,
25170,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5220 - Support activities for transportation,0.98,0.95,0.92,0.9,1 - Managers,13 - Production and specialised services managers,132 - Transport and distribution managers (minor group),1322 - Transport and distribution managers (unit group),0.98,0.9,0.85,0.82,
24934,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation (commercial banking and similar),0.98,0.95,0.85,0.8,1 - Managers,13 - Information and communications technology service managers,133 - Information and communications technology service managers,1330 - Information and communications technology service managers (ICT Operations Lead),0.95,0.8,0.7,0.6,
25014,S - Other service activities,94 - Activities of membership organisations,94.9 - Activities of other membership organisations,94.99 - Activities of other membership organisations n.e.c.,0.8,0.75,0.7,0.65,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Numerical and material recording clerks (accounting/financial clerks),4311 - Accounting and bookkeeping clerks,0.9,0.85,0.8,0.7,
24840,C - Manufacturing,,,,0.9,0.2,0.1,0.05,3 - Technicians and associate professionals,,,,0.85,0.25,0.15,0.1,
25183,S - Other service activities,94 - Activities of membership organisations,94.9 - Activities of other membership organisations,94.99 - Activities of other membership organisations n.e.c.,0.85,0.8,0.75,0.7,1 - Managers,,,,0.95,0.3,0.2,0.1,
25193,N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities",821 - Office administrative and support activities,8211 - Combined office administrative service activities,0.9,0.85,0.8,0.65,4 - Clerical support workers,41 - General and keyboard clerks,411 - General office clerks,4110 - General office clerks,0.85,0.75,0.7,0.6,
25179,S - Other service activities,94 - Activities of membership organisations,94.9 - Activities of other membership organisations,94.99 - Activities of other membership organisations n.e.c.,0.9,0.85,0.8,0.7,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1212 - Human resource managers,0.95,0.9,0.85,0.8,
25380,C - Manufacturing,10 - Manufacture of food products,"106 - Manufacture of grain mill products, starches and starch products",1061 - Manufacture of grain mill products,0.95,0.9,0.75,0.65,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers","721 - Metal moulders, welders, sheet- and structural-metal workers","7212 - Welders, flame-cutters and related machine operators",0.98,0.95,0.9,0.9,
25332,B - Mining and quarrying,06 - Extraction of crude petroleum and natural gas,061 - Extraction of crude petroleum and natural gas,0610 - Extraction of crude petroleum and natural gas,0.95,0.95,0.95,0.95,2 - Professionals,23 - Teaching professionals,235 - Vocational education teachers,,0.9,0.85,0.7,0.3,
24950,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles",473 - Retail sale of automotive fuel,4730 - Retail sale of automotive fuel in specialised stores,0.95,0.95,0.9,0.9,5 - Service and sales workers,52 - Sales workers,522 - Shop salespersons and demonstrators,5221 - Shop salespersons,0.95,0.95,0.85,0.75,
24962,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles (Division 45),451 - Sale of motor vehicles (Group 451),4510 - Sale of motor vehicles (Class 4510),0.95,0.95,0.95,0.95,2 - Professionals,24 - Business and administration professionals,243 - Advertising and marketing professionals,2431 - Advertising and marketing professionals (unit group),0.85,0.7,0.75,0.65,
24964,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5229 - Other transportation support activities,0.95,0.85,0.85,0.75,2 - Professionals,24 - Business and administration professionals,"243 - Sales, marketing and public relations professionals",2432 - Market research and marketing specialists,0.95,0.9,0.8,0.7,
25279,C - Manufacturing,11 - Manufacture of beverages,110 - Manufacture of beverages,1103 - Manufacture of malt liquors and malt,0.98,0.96,0.94,0.92,8 - Plant and machine operators and assemblers,81 - Stationary plant and machine operators,815 - Food and related products plant operators,8151 - Food processing / beverage plant operators,0.95,0.9,0.85,0.75,
25064,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","465 - Wholesale of machinery, equipment and supplies",,0.8,0.75,0.6,0.3,1 - Managers,12 - Administrative and commercial managers,122 - Sales and marketing managers,1221 - Sales and marketing managers,0.95,0.9,0.9,0.85,
25189,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,,0.98,0.95,0.9,0.25,7 - Craft and related trades workers,71 - Building and related trades workers,"712 - Plumbing, heating and related trades workers",7122 - Plumbers and pipe fitters,0.97,0.85,0.8,0.75,
25060,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,842 - Local government activities,,0.95,0.95,0.88,0.2,2 - Professionals,"26 - Legal, social and cultural professionals",261 - Legal professionals,2611 - Lawyers,0.99,0.98,0.98,0.95,
25390,Q - Human health and social work activities,88 - Social work activities without accommodation,889 - Other social work activities without accommodation,8890 - Other social work activities without accommodation,0.85,0.8,0.75,0.7,2 - Professionals,24 - Business and administration professionals,242 - Management and organisation analysts,2421 - Management and organisation analysts,0.95,0.9,0.75,0.65,
25119,B - Mining and quarrying,07 - Mining of metal ores,,,0.99,0.95,0.2,0.1,8 - Plant and machine operators and assemblers,,,,0.85,0.3,0.2,0.1,
25294,Q - Human health and social work activities,86 - Human health activities,869 - Other human health activities,8690 - Other human health activities,0.9,0.8,0.65,0.4,2 - Professionals,22 - Health professionals,226 - Other health professionals,2261 - Pharmacists,0.99,0.98,0.96,0.93,
24156,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,,0.99,0.95,0.9,0.2,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic installers and repairers,7411 - Electricians,0.98,0.95,0.9,0.88,
25310,B - Mining and quarrying,07 - Mining of metal ores,071 - Mining of metal ores,,0.95,0.9,0.85,0.3,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Machinery mechanics and fitters,7232 - Heavy vehicle and mobile equipment mechanics and repairers,0.95,0.9,0.9,0.92,
25046,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5224 - Cargo handling,0.95,0.92,0.9,0.75,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording clerks,4321 - Stock clerks and order fillers,0.75,0.7,0.68,0.65,
25278,H - Transportation and storage,50 - Water transport,502 - Sea and coastal water transport,5020 - Sea and coastal freight water transport,0.95,0.8,0.75,0.6,3 - Technicians and associate professionals,31 - Science and engineering associate professionals,315 - Safety and quality inspectors,3152 - Safety and quality inspectors,0.92,0.8,0.78,0.65,
25273,J - Information and communication,"62 - Computer programming, consultancy and related activities","620 - Computer programming, consultancy and related activities",6209 - Other information technology and computer service activities,0.9,0.95,0.9,0.8,3 - Technicians and associate professionals,35 - Information and communications technicians,351 - Information and communications technicians,,0.95,0.95,0.9,0.3,
25366,C - Manufacturing,10 - Manufacture of food products,107 - Manufacture of bakery products and farinaceous products,1071 - Manufacture of bread; manufacture of fresh pastry goods and cakes,0.95,0.95,0.9,0.8,1 - Managers,13 - Production and specialised services managers,131 - Manufacturing managers,1311 - Manufacturing managers,0.9,0.85,0.7,0.5,
24987,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.99,0.95,0.95,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.97,0.97,
25306,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5220 - Service activities incidental to transportation,0.95,0.9,0.9,0.85,1 - Managers,13 - Production and specialised services managers,"132 - Supply, distribution and related managers",1322 - Supply and distribution managers,0.95,0.75,0.7,0.7,
25355,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0720 - Mining of non‑ferrous metal ores,0.99,0.99,0.98,0.95,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,"2146 - Mining engineers, metallurgical and materials engineers",0.99,0.98,0.98,0.8,
25381,P - Education,85 - Education,855 - Other education,8550 - Educational support services,0.9,0.9,0.8,0.8,4 - Clerical support workers,41 - General and keyboard clerks,411 - General office clerks,4110 - General office clerks,0.85,0.8,0.7,0.65,
25288,C - Manufacturing,10 - Manufacture of food products,106 - Manufacture of grain mill products,1061 - Manufacture of grain mill products,0.95,0.9,0.85,0.8,9 - Elementary occupations,91 - Cleaners and helpers,"911 - Cleaners and helpers in offices, hotels and other establishments",,0.95,0.9,0.85,0.3,
25037,B - Mining and quarrying,07 - Mining of metal ores,,,0.95,0.85,0.3,0.2,4 - Clerical support workers,43 - Numerical and material-recording clerks,,,0.8,0.75,0.35,0.25,
24853,Q - Human health and social work activities,86 - Human health activities,869 - Other human health activities,8690 - Other human health activities,0.95,0.93,0.9,0.88,8 - Plant and machine operators and assemblers,83 - Drivers and mobile plant operators,"832 - Car, van and motorcycle drivers","8322 - Car, taxi and van drivers",0.95,0.92,0.85,0.75,
25255,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.99,0.99,0.95,0.95,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,742 - Electrical and electronic trades workers (minor group),7421 - Electricians and electrical fitters,0.95,0.85,0.75,0.6,
25356,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.99,0.98,0.95,0.9,2 - Professionals,24 - Business and administration professionals,"241 - Accountants, auditors and tax specialists",2411 - Accountants,0.99,0.97,0.95,0.9,
25385,I - Accommodation and food service activities,55 - Accommodation,55.1 - Hotels and similar accommodation,55.10 - Hotels and similar accommodation,0.95,0.95,0.9,0.85,4 - Clerical support workers,42 - Client information workers,422 - Client information clerks,4225 - Hotel receptionists,0.9,0.85,0.8,0.6,
25173,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation,64.19 - Other monetary intermediation (commercial banking / deposit-taking institutions),0.99,0.96,0.92,0.9,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1211 - Finance managers,0.98,0.93,0.87,0.85,
24967,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.99,0.98,0.95,1 - Managers,13 - Production and specialised services managers,134 - Other specialist managers (education managers / school principals),1343 - School principals and administrators,0.95,0.88,0.82,0.78,
25044,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,,,0.95,0.9,0.2,0.1,1 - Managers,"11 - Chief executives, senior officials and legislators",112 - Senior government officials (excluding legislators),,0.95,0.9,0.85,0.3,
25154,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.98,0.95,0.9,0.85,2 - Professionals,"26 - Legal, social and cultural professionals","263 - Archivists, Librarians and Curators",2632 - Librarians,0.9,0.85,0.8,0.75,
24534,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,711 - Architectural activities,7110 - Architectural activities,0.95,0.95,0.93,0.92,2 - Professionals,21 - Science and engineering professionals,"216 - Architects, town and traffic planners and landscape architects",2161 - Architects,0.96,0.92,0.9,0.9,
24922,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.95,0.95,2 - Professionals,24 - Business and administration professionals,242 - Administration and human resource professionals,2421 - Human resource professionals,0.8,0.75,0.65,0.6,
25338,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,453 - Sale of motor vehicle parts and accessories,4530 - Sale of motor vehicle parts and accessories,0.95,0.92,0.85,0.8,1 - Managers,"11 - Chief executives, senior officials and legislators","111 - Chief executives, senior officials and legislators",1110 - Chief executives,0.98,0.9,0.85,0.8,
25122,S - Other service activities,95 - Repair of computers and personal and household goods,952 - Repair of personal and household goods,,0.9,0.85,0.7,0.3,4 - Clerical support workers,42 - Customer services clerks,422 - Client information workers / Customer service clerks,,0.9,0.85,0.7,0.3,
24978,F - Construction,41 - Construction of buildings,411 - Development of building projects,4110 - Development of building projects,0.7,0.65,0.55,0.45,4 - Clerical support workers,42 - Customer services clerks,422 - Client information workers / Receptionists,4221 - Receptionists,0.95,0.9,0.9,0.9,
25318,P - Education,85 - Education,85.4 - Higher education,85.42 - Tertiary education (universities),0.95,0.95,0.9,0.85,1 - Managers,13 - Production and specialised services managers,133 - Information and communications technology service managers,1330 - Information and communications technology service managers,0.95,0.9,0.9,0.88,
24995,Q - Human health and social work activities,88 - Social work activities without accommodation,,,0.85,0.8,0.3,0.2,3 - Technicians and associate professionals,33 - Business and administration associate professionals,331 - (Accounting and bookkeeping/related associate professionals),3312 - Accounting associate professionals,0.9,0.88,0.65,0.7,
25084,C - Manufacturing,33 - Repair and installation of machinery and equipment,"331 - Repair of fabricated metal products, machinery and equipment",3312 - Repair of machinery,0.85,0.9,0.9,0.9,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Machinery mechanics and fitters,7231 - Machinery mechanics and fitters (unit group),0.95,0.9,0.9,0.8,
25238,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0721 - Mining of gold,0.98,0.98,0.96,0.95,3 - Technicians and associate professionals,33 - Business and administration associate professionals,332 - Business services and administration associate professionals,3322 - Purchasing and supply officers,0.88,0.84,0.72,0.7,
13420,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5224 - Cargo handling,0.95,0.92,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile plant operators,834 - Mobile plant operators,,0.95,0.9,0.8,0.35,
25348,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles",,,0.9,0.9,0.3,0.2,1 - Managers,12 - Administrative and commercial managers,,,0.95,0.8,0.3,0.2,
24976,J - Information and communication,"62 - Computer programming, consultancy and related activities","620 - Computer programming, consultancy and related activities (group)",6203 - Computer facilities management activities (class - closest match for in-house ICT operations),0.9,0.9,0.75,0.6,1 - Managers,13 - Information and communications technology service managers,133 - Information and communications technology service managers (minor group),1330 - Information and communications technology service managers,0.99,0.95,0.95,0.97,
24799,F - Construction,41 - Construction of buildings,412 - Construction of residential and non-residential buildings,4120 - Construction of residential and non-residential buildings,0.95,0.9,0.8,0.75,4 - Clerical support workers,41 - General and keyboard clerks,411 - General office clerks,4110 - General office clerks,0.9,0.85,0.75,0.65,
25323,S - Other service activities,80 - Security and investigation activities,801 - Private security activities,8010 - Private security activities,0.9,0.9,0.85,0.8,3 - Technicians and associate professionals,35 - Information and communications technicians,351 - Information and communications technicians,3513 - Computer network and systems technicians,0.98,0.96,0.92,0.9,
25086,"M - Professional, scientific and technical activities",73 - Advertising and market research,732 - Market research and public opinion polling,7320 - Market research and public opinion polling,0.95,0.95,0.98,0.98,2 - Professionals,24 - Business and administration professionals,"243 - Sales, marketing and public relations professionals",2431 - Advertising and marketing professionals,0.9,0.75,0.7,0.5,
24980,S - Other service activities,94 - Activities of membership organisations,949 - Activities of other membership organisations,9499 - Activities of other membership organisations n.e.c.,0.85,0.8,0.7,0.6,2 - Professionals,"26 - Legal, social and cultural professionals",263 - Social and religious professionals,2635 - Social work and counselling professionals,0.9,0.75,0.65,0.5,
25319,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.98,0.98,0.95,1 - Managers,12 - Administrative and commercial managers,"122 - Sales, marketing and development managers",1221 - Sales and marketing managers,0.95,0.9,0.85,0.75,
24835,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation,64.19 - Other monetary intermediation (commercial banking / digital bank operations),0.92,0.88,0.75,0.55,2 - Professionals,"26 - Legal, social and cultural professionals",261 - Legal professionals,2611 - Lawyers,0.95,0.92,0.9,0.88,
25218,P - Education,85 - Education,854 - Higher education,8541 - Higher education,0.95,0.95,0.9,0.85,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1219 - Business services and administration managers n.e.c.,0.95,0.8,0.65,0.5,
25314,"M - Professional, scientific and technical activities",70 - Activities of head offices; management consultancy activities,702 - Management consultancy activities,7020 - Management consultancy activities,0.9,0.9,0.85,0.75,1 - Managers,13 - Production and specialised services managers,133 - Construction managers,1332 - Construction project managers,0.95,0.8,0.75,0.65,
