job_id,isic_1digit,isic_2digit,isic_3digit,isic_4digit,isic_1digit_confidence,isic_2digit_confidence,isic_3digit_confidence,isic_4digit_confidence,isco_1digit,isco_2digit,isco_3digit,isco_4digit,isco_1digit_confidence,isco_2digit_confidence,isco_3digit_confidence,isco_4digit_confidence,classification_summary
25303,F,43,432,4322,0.98,0.97,0.96,0.95,7,71,712,7122,0.98,0.96,0.9,0.7,"The job is clearly a plumbing trades role within the construction sector: ISIC F (Section F) → Division 43 (Specialized construction activities) → Group 432 (Electrical, plumbing and other construction installation) → Class 4322 (Plumbing, heat and air-conditioning installation) with high confidence. Occupationally, the vacancy corresponds to a craft/building trades worker (ISCO major group 7, sub-major 71) and most closely maps to the plumbers and pipefitters unit group (isco_4digit = 7122), though the 4-digit ISCO assignment is given with moderate confidence to reflect possible national/labeling differences in detailed ISCO unit-group numbering."
25254,G,47,472,,0.95,0.9,0.85,0.25,5,52,522,5223,0.95,0.9,0.85,0.7,"This job is clearly in the retail trade sector (Section G, Division 47) as a FMCG sales/merchandising role; therefore the ISIC division and group level classifications are reliable, while the precise 4-digit class is not explicitly determinable from the posting. The occupation maps well to ISCO as a sales worker (major group 5 / sub-major 52) specifically a shop sales/merchandising role, with good confidence at higher levels and moderate confidence at the most detailed unit-group level."
25298,I,55,551,5510,0.98,0.98,0.96,0.95,1,14,141,1411,0.95,0.9,0.8,0.6,"The position is clearly within Accommodation (ISIC section I, Division 55 — hotels and similar accommodation, class 5510) given it is a hotel laundry management role. Occupationally it maps to hospitality management (ISCO major group 1, sub-major 14, minor 141), with somewhat lower confidence at the 4-digit unit level (1411 Hotel managers) because the role is a departmental/assistant manager (laundry/housekeeping) rather than a full hotel general manager."
25330,M,70,702,7020,0.95,0.9,0.85,0.8,1,12,121,1212,0.95,0.9,0.9,0.85,"This is a Human Resources / People & Culture Manager role (clearly matching ISCO-08 Human Resource Managers). The employer is a global development consultancy delivering donor-funded programs, so classifying the economic activity under ISIC M (70.20 Management consultancy activities) is appropriate with high confidence."
25191,N,80,801,8010,0.95,0.95,0.9,0.85,1,12,122,1221,0.95,0.9,0.85,0.7,"The employer is a security services firm (G4S) and the role is a client/account management position within that security operations context; this maps to ISIC Rev.4 Division 80 (Security and investigation activities), class 8010 (private security activities). The occupation is best classified among managers responsible for sales/client relations (ISCO-08 Sales and marketing managers), reflecting account management and client-service responsibilities, though exact unit-group assignment is moderately uncertain due to overlap with other managerial/customer-service classifications."
24882,B,07,072,0729,0.95,0.95,0.9,0.8,7,72,723,7231,0.96,0.96,0.95,0.9,"This posting describes a light-vehicle mechanic/technician role embedded in a gold mining operation, so the economic activity best fits ISIC Section B (Mining and quarrying) — specifically Division 07 (Mining of metal ores), classed under other non‑ferrous metal ore mining (0729). The occupation corresponds to ISCO-08 motor/vehicle mechanics and repairers (7231); classification is highly confident though there is modest uncertainty at the 4-digit industry level if the role were categorized as a mining support service rather than core mining activity."
25100,S,94,941,9410,0.95,0.98,0.95,0.9,2,26,263,2631,0.9,0.9,0.85,0.8,"This role is clearly within activities of a religious organisation and maps to ISIC Rev.4 Division 94 (Activities of religious organizations). The job is best classified as a religious professional (ISCO-08 religious professionals / unit group 2631) — it has strong youth ministry, training and coordination duties though it also contains managerial and community-development elements that overlap with social/community services management."
22683,H,51,511,5110,0.95,0.95,0.85,0.7,4,43,432,4321,0.98,0.95,0.93,0.9,"The role is a stores/warehouse position responsible for receiving, inspecting and controlling aircraft parts within an airline's engineering division, which aligns well with ISCO-08 unit group 4321 (Stock clerks and storekeepers). The employer operates in air transport, so ISIC Rev.4 Section H, Division 51 (air transport) is appropriate; the 4-digit class is assigned as passenger air transport (5110) with somewhat lower confidence since the employer also handles cargo/MRO activities."
25239,B,07,072,0729,0.98,0.98,0.96,0.95,2,24,241,2411,0.9,0.9,0.88,0.85,"The employer is an operating gold mine, so the activity is classified under Mining and quarrying — more specifically Mining of non‑ferrous metal ores (gold). The role is a project cost control / accounting specialist performing forecasting, invoice validation and financial reporting, which best maps to ISCO-08 Accountants (2411)."
25290,B,07,072,,0.95,0.95,0.8,0.3,2,24,243,2431,0.95,0.9,0.9,0.9,"The employer (Newmont) and the job context (gold mine operations at Lihir) strongly indicate ISIC section B, Division 07 (Mining of metal ores); the 3-digit group for non‑ferrous metal ores is likely but the precise 4‑digit class is not explicitly stated in the posting. The role is a corporate external/government relations specialist focused on stakeholder engagement and policy, which maps well to ISCO-08 Advertising and Public Relations Professionals (2431)."
25105,C,23,233,2330,0.95,0.9,0.65,0.55,1,12,122,1221,0.99,0.97,0.96,0.98,"This posting is for a Sales Manager at a firm described as a producer and distributor of construction/building materials, which places the employer squarely within Manufacturing (ISIC Section C). The occupational classification is clear — the role fits ISCO-08 Sales and Marketing Managers (1221) — while the precise 4-digit ISIC class for the manufacturer is inferred (likely structural clay/construction material manufacture) and thus somewhat less certain."
25135,R,91,910,9101,0.95,0.95,0.9,0.9,2,26,262,2622,0.98,0.95,0.92,0.9,This posting is explicitly for an Interlibrary Loan (ILL) Librarian at a university library and maps directly to ISIC Rev.4 Class 9101 (Libraries and archives activities) and ISCO-08 Unit Group 2622 (Librarians and related information professionals). Confidence is high because the role and employer function are clearly stated; minor uncertainty relates only to institutional context (university) which nevertheless still falls within library/archive activities.
25192,I,56,562,5620,0.95,0.93,0.92,0.9,1,14,143,1431,0.9,0.88,0.86,0.84,"The vacancy is for a supervisory/managerial role in a bar within a hospitality setting and fits ISIC Rev.4 Section I, Division 56 (Food and beverage service activities), Class 5620 (Beverage serving activities). Occupationally, the duties (supervising operations, stock and accounts control, staff/customer service) align closely with ISCO-08 unit group 1431 (Restaurant and Bar Managers), with minor uncertainty only about whether the position is purely managerial or a senior frontline supervisor."
25349,C,10,108,1089,0.99,0.95,0.85,0.7,3,33,332,3322,0.95,0.9,0.9,0.9,"The employer is a food-products manufacturer and distributor, so the job is classified in ISIC Section C (Manufacturing), Division 10 (Manufacture of food products) with a best-fit group of 'Manufacture of other food products' (108) and general class 'other food products n.e.c.' (1089). The role is a procurement/purchasing specialist and best maps to ISCO-08 as Purchasing and Supply Workers (major group 3, sub-major 33, minor 332, unit group 3322) with high confidence."
25025,P,85,853,8530,0.99,0.99,0.98,0.98,1,12,122,1222,0.95,0.93,0.9,0.88,"The industry is clearly classified as Higher Education (ISIC Section P, Division 85, Group 853, Class 8530) because the employer is a university. The occupation maps well to ISCO-08 Advertising and Public Relations Managers (unit group 1222) given the role title and responsibilities, though the university context could also imply internal communications functions overlapping with other administrative manager categories."
25245,B,07,072,0729,0.95,0.95,0.9,0.9,2,21,214,2141,0.95,0.92,0.9,0.85,"This is a geotechnical engineering supervisory role embedded in open‑pit gold mining operations, so ISIC Rev.4 classification under Section B (07 Mining of metal ores — class 0729 Other non‑ferrous metal ores) is appropriate. The occupational classification best fits ISCO‑08 as a civil/engineering professional (Major Group 2, Sub‑major 21, Minor 214, Unit 2141 Civil engineers), though overlap with mining engineers (e.g., 2146) is possible given the mining‑specific context."
25099,B,09,099,0990,0.95,0.95,0.9,0.9,2,24,242,2423,0.95,0.9,0.85,0.75,"The employer is a mining-services company providing equipment, haulage and site support to mining operations, which corresponds to ISIC Section B, Division 09 (Support activities for mining and quarrying, class 0990). The advertised role is a Human Resources Advisor — a business/administration professional focused on personnel administration and recruitment — which maps to ISCO-08 Business and administration professionals (Human resources / personnel specialists)."
24186,H,49,493,4930,0.95,0.95,0.93,0.9,8,83,833,8332,0.95,0.94,0.92,0.85,"The vacancy is clearly for heavy road freight drivers working in transport/logistics, so it maps to ISIC Section H (49 - Land transport) and specifically class 4930 (freight transport by road). The occupational match is to ISCO major group 8, drivers and mobile-plant operators (subgroup 83) with the best 4-digit fit being heavy truck drivers (8332); confidence is high for the broad categories and slightly lower for the most specific ISCO/ISIC classes due to limited detail about exact vehicle type and employer activity scope."
25154,P - Education,85 - Education,85.4 - Higher education,85.42 - Tertiary education (higher education),0.9,0.9,0.8,0.7,2 - Professionals,"26 - Legal, social and cultural professionals","262 - Archivists, librarians and related information professionals",2622 - Librarians and related information professionals,0.9,0.85,0.9,0.95,"The vacancy is for a library reader services supervisor at a university, so the employer's primary economic activity is best classified under Education (higher/tertiary education). The occupational classification clearly fits the ISCO unit group for librarians and related information professionals (library services/supervisory role), with high confidence at the 4-digit level."
25027,P,85,854,8540,0.95,0.95,0.9,0.9,3,31,311,3111,0.95,0.9,0.9,0.85,"The employer is a university and the position clearly falls under Education (ISIC Section P, Division 85) — specifically Higher Education (ISIC class 8540). The role is a hands-on science laboratory technician assisting faculty and preparing laboratory experiments, best matched to ISCO-08 as a physical/chemical science technician (major group 3 → sub-major 31 → minor 311 → unit group 3111), with slightly lower confidence at the 4‑digit ISCO level because some lab technician roles can alternatively map to other specialised ISCO unit groups (e.g., medical laboratory contexts)."
25073,H,49,494,4941,0.98,0.99,0.95,0.9,8,83,833,8332,0.98,0.98,0.95,0.92,"This is a clear road freight transport role (fuel tanker driver) belonging to ISIC Section H, Division 49 (land transport) and the road freight transport group/class. The occupation corresponds to a heavy truck/lorry driver under ISCO-08 (drivers and mobile plant operators), with high confidence in division/sub-major assignments and slightly lower confidence for the most specific 4-digit class codes."
25299,H,51,511,5110,0.97,0.98,0.99,0.99,3,31,311,3115,0.95,0.9,0.85,0.7,"Industry: The employer is an airline (air transport), so ISIC H → 51 → 511 → 5110 (passenger air transport) is the best fit. Occupation: The NDT Specialist performs engineering inspection, testing and certification tasks typical of mechanical/engineering technicians; mapped to ISCO-08 Major Group 3 (Technicians and associate professionals), Sub-major 31, Minor 311, Unit 3115 (Mechanical engineering technicians). Confidence is high for the industry classification; the occupation mapping is plausible but less certain at the most detailed 4-digit level because NDT is a specialized inspection role that could alternatively be coded under other technical/inspection unit groups."
25283,C,33,331,3313,0.9,0.9,0.8,0.85,3,31,311,3112,0.95,0.9,0.9,0.88,"This role is clearly a bench-level specialist position focused on diagnostics, repair and calibration of radio and related electronic communication equipment, so it maps well to ISIC class 3313 (repair of electronic and optical equipment) and to ISCO unit group 3112 (electrical and electronic engineering technicians). The posting provides detailed technical tasks, tools and qualifications which make both the industry and occupation classifications reasonably certain."
25074,H,49,494,4941,0.95,0.9,0.85,0.75,1,13,133,1330,0.95,0.85,0.8,0.6,"This role is best classified under ISIC Section H (Transportation and storage), specifically land freight transport (road freight) because the posting describes management of a fuel delivery fleet and daily vehicle dispatch. Occupationally the position fits within ISCO Major Group 1 (Managers), most closely matching supply/distribution or transport operations managers (supervisory/managerial role overseeing drivers and fleet operations), although precise 4-digit unit-group mapping is less certain due to limited standardized job-title wording in the posting."
25079,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,451 - Sale of motor vehicles,4510 - Sale of motor vehicles,0.7,0.7,0.7,0.6,4 - Clerical support workers,41 - Office clerks,411 - General office clerks,4110 - General office clerks,0.98,0.98,0.95,0.95,"The occupation is clearly classifiable as a general office/clerical support role (ISCO-08: General office clerks) with high confidence based on duties listed. The employer's economic activity is provisionally classified under motor vehicle sale (ISIC: Division 45) given the company name '2 FAST MOTORS LTD', but this industry assignment is moderate confidence because the posting labels the role as 'Administration / Office Support' and the advertisement does not explicitly state the employer's primary business."
23398,H,51,511,5110,0.95,0.95,0.9,0.9,3,35,351,3511,0.98,0.95,0.9,0.88,"The employer is a domestic airline, so the economic activity is classified as Air transport (ISIC Section H; Division 51; Group 511; Class 5110) with high confidence. The vacancy is for an IT technical support / cyber-security technician providing 2nd–3rd level support and systems/security administration, which fits ISCO-08 'Information and communications technology user support technicians' (3511) although some duties could overlap with higher-level ICT security professional roles."
25131,R,91,910,9101,0.9,0.95,0.9,0.9,2,26,262,2621,0.95,0.9,0.9,0.85,"This is a university library position (Assistant Librarian — Collection Development) that maps clearly to ISIC Section R, Division 91 (Libraries, archives, museums) and specifically to library and archive activities. The occupational fit is to ISCO-08 professional librarians (major group 2, sub-major 26, minor 262, unit 2621); there is slight uncertainty at the most detailed ISCO unit level because “Assistant Librarian” can sometimes denote a para-professional role depending on the employer's qualification requirements."
25287,B,07,072,0722,0.99,0.98,0.97,0.75,2,21,211,2112,0.99,0.98,0.96,0.95,"The employer operates a gold mine so the activity is clearly Mining and quarrying (ISIC section B), specifically mining of non‑ferrous metal ores (ISIC 07/072). The role is a Senior Geologist involved in exploration, sampling, mapping and resource evaluation, which maps to ISCO-08 Geologists, geophysicists and hydrologists (2112). ISIC 4‑digit assignment is provided with moderate confidence due to possible variation in exact class labeling for specific metal ores."
25041,O,84,841,8411,0.98,0.95,0.9,0.8,2,26,261,2611,0.9,0.9,0.9,0.9,"This posting is for a senior legal leadership role (Chief Legal Advisor / Executive Director, Legal Services) within a national anti‑corruption commission, clearly falling under public administration (ISIC Section O, Division 84). The primary occupation aligns with legal professionals (ISCO-08 Lawyers, 2611) given the emphasis on prosecution, litigation and requirement for a practising law certificate, though the senior managerial duties were considered when setting confidences."
24858,B,07,072,0729,0.95,0.95,0.9,0.85,2,24,241,2411,0.95,0.9,0.85,0.8,"This posting is clearly for a role within the mining industry (ISIC Section B, Division 07 — mining of metal ores, classed to other non‑ferrous metal ores such as gold). The occupation is best classified as a finance/business administration professional (cost controller / accountant — ISCO 2411), although the “business analyst” phrasing introduces minor ambiguity toward broader management/analyst classifications."
24525,H,51,511,5110,0.99,0.98,0.97,0.95,4,42,422,4222,0.9,0.85,0.8,0.7,"The employer is a commercial airline providing passenger air transport services, therefore ISIC Rev.4 maps to Section H, Division 51 — Passenger air transport (class 5110). The role performs travel reservation, ticketing and accommodation coordination for airline staff and is best classified as a clerical/customer-service travel/reservation officer under ISCO-08 (major group 4, customer service clerks, unit group 4222), though it contains some HR/operations coordination elements which reduce unit-group level certainty."
25162,B,07,072,,0.99,0.97,0.9,0.2,7,74,741,7411,0.95,0.9,0.88,0.85,"This posting is clearly for a role within mining operations (mineral/metal extraction and on-site processing), so classification at the ISIC section and division levels is highly confident; the exact 4-digit ISIC class for the specific type of metal ore (precious/gold) is left null due to minor ambiguity in class-level mapping. The occupation maps well to an electrical/electronic trades worker (electrician/electrical fitter) in ISCO-08 based on required trade certificates, licences and duties, so the ISCO assignment is strong at all digit levels."
25110,M,71,711,7110,0.9,0.9,0.88,0.85,7,72,723,7231,0.95,0.9,0.8,0.65,"The employer is best classified under ISIC M (Division 71 / Class 7110) as an engineering/technical consultancy and EPC provider in the energy sector — the posting clearly describes engineering and EPC services. The job itself is a mechanical/vehicle maintenance assistant role and maps to ISCO major group 7 (craft and related trades), specifically under machinery/vehicle mechanics and repairers, though the exact 4-digit unit is somewhat less certain because the role is an assistant/trainee rather than a fully qualified mechanic."
25259,K,64,641,6419,0.95,0.92,0.88,0.8,1,12,121,1211,0.99,0.95,0.92,0.9,"This vacancy is for a financial reporting manager at a commercial bank, so the economic activity is classified under Financial and insurance activities (ISIC Section K), specifically monetary intermediation (division 64) and other monetary intermediation (class 6419). The occupation is best classified as Finance Manager (ISCO-08 unit group 1211) given the managerial responsibility for financial reporting, audit coordination, budgeting and tax oversight."
25212,G,47,474,4741,0.95,0.85,0.7,0.6,3,33,332,3322,0.85,0.8,0.8,0.75,"The employer and duties indicate a sales role within the retail/wholesale trade of electronic/office equipment, so ISIC Section G (Retail trade) and Division 47 (Retail trade, except of motor vehicles and motorcycles) are the best fit, with a plausible class of retail sale of computers and related equipment (4741). The occupation matches ISCO-08 sales/marketing associate professionals (commercial/corporate sales representative, 3322) given the B2B corporate sales responsibilities, though some uncertainty remains about the precise product specialization and whether wholesale activity would be a better industry class."
13420,H,52,522,,0.95,0.92,0.88,0.1,8,83,834,,0.95,0.9,0.8,0.1,"This role (Reach Stacker Operator for a freight/terminal operation) fits within ISIC Section H (Transportation and storage), most specifically Division 52 (Warehousing and support activities for transportation) and Group 522 (Support activities for transportation). Occupationally, the job is a mobile plant/operator role (ISCO major group 8 → sub-major 83 → minor group 834 Mobile plant operators); finer 4-digit class assignment is uncertain from the posting alone."
25123,C,11,110,,0.95,0.9,0.85,0.3,3,31,311,3113,0.9,0.85,0.7,0.5,"This role is best classified in ISIC as Manufacturing (Section C), specifically Manufacture of beverages (Division 11 / Group 110), reflecting the brewery employer and equipment-maintenance focus. Occupationally, the job fits within Technicians and Associate Professionals (ISCO major group 3), most closely matching mechanical/engineering technician categories given the maintenance, inspection and root-cause duties, though exact 4-digit ISCO and 4-digit ISIC class codes are assigned with lower confidence due to limited employer coding detail in the posting."
25304,F,41,411,4110,0.9,0.85,0.7,0.6,7,71,711,7113,0.98,0.96,0.95,0.92,"The vacancy is clearly for a skilled carpenter working on building construction (carpentry, structural and finishing tasks), so occupation classification as ISCO-08 Carpenters and joiners (7113) is highly confident. Industry classification is broadly Construction (ISIC Section F) and most likely Construction of buildings (Division 41), though carpentry tasks can also fall under specialized construction activities, so deeper ISIC class assignment is somewhat less certain."
25085,C,33,331,3312,0.9,0.9,0.7,0.6,7,72,723,7232,0.95,0.9,0.85,0.75,"This role is best classified under ISIC section C (Manufacturing) and Division 33 (Repair and installation of machinery and equipment), reflecting field maintenance and repair of heavy earthmoving machinery sold by a dealer. Occupationally, it maps to ISCO major group 7 (Craft and related trades workers), specifically machinery mechanics and fitters (723), with the unit-group selected for heavy/mobile equipment mechanics (7232); confidence is highest at broad levels and lower for the most specific 4-digit classes due to some ambiguity between closely related class codes."
25065,G,46,464,4641,0.9,0.85,0.75,0.7,4,43,432,4321,0.95,0.9,0.88,0.85,"The employer operates in retail and distribution of telecommunications/electronic products, so the economic activity best fits ISIC section G (Wholesale and retail trade), with a closer match to Division 46 (Wholesale trade) and Group/Class 464/4641 (wholesale of information and communication equipment) although some retail activity is noted. The job duties (coordinating shipments, inventory control, shipping documentation) map clearly to ISCO-08 unit group 4321 (stock clerks and storage record clerks), giving high confidence for the occupational classification; the ISIC 4-digit assignment is moderately confident due to retailer vs wholesaler ambiguity."
25125,H,52,522,5229,0.95,0.9,0.75,0.6,1,12,121,1212,0.98,0.95,0.9,0.9,"This is an HR Manager position (clear match to ISCO-08 human resource/administrative management categories) posted by a maritime logistics and port-services employer. The employer's core activity is in maritime logistics/port support, so ISIC is best mapped to Section H, Division 52 (warehousing and support activities for transportation) though deeper ISIC class assignment is less certain without full corporate activity detail."
25316,I,55,551,5510,0.98,0.97,0.95,0.94,1,12,122,1223,0.95,0.88,0.85,0.78,"This posting is clearly for hotel accommodation activities (ISIC section I, division 55 — Hotels and similar accommodation, class 5510) and can be classified with high confidence. The role is a senior sales/marketing management position within hospitality and best maps to ISCO-08 Managers (Sales and Marketing Managers), though exact 4-digit unit-group mapping is slightly less certain due to variation in titles across employers."
25019,S,94,94.9,94.99,0.9,0.9,0.85,0.8,1,12,121,1211,0.98,0.9,0.88,0.85,"This posting is for a Finance Manager role within an international non-governmental organisation (CARE PNG); the occupational match to ISCO-08 unit group 1211 (Finance managers) is strong. The employer is an NGO delivering development and humanitarian services, which is best represented under ISIC Rev.4 class 94.99 (Activities of other membership organizations n.e.c.), though mapping NGOs can sometimes vary by national statistical practice."
25323,J,62,620,6209,0.9,0.9,0.75,0.6,3,35,351,3513,0.95,0.95,0.9,0.75,"This posting describes an IT support/helpdesk role responsible for configuring and maintaining PCs, printers, mobile devices, cabling and radio/network solutions — an information and communications technology activity (ISIC section J, division 62). The occupation fits an ICT technician / network & systems support role (ISCO-08 3513), with somewhat lower confidence at the most detailed class levels due to overlap between general user-support and network-specialist unit groups."
25257,J,62,620,6209,0.9,0.8,0.75,0.7,2,25,252,2522,0.98,0.97,0.96,0.95,"The advertised role is clearly an IT/network administration position and maps well to ISCO-08 unit group 2522 (Systems administrators). The industry classification is assigned to ISIC section J (Information and communication) and division 62 (Computer programming, consultancy and related activities) based on the informal 'IT' industry label, but this is less certain because the vacancy could be for an internal IT role within a non-IT company."
25007,F,42,429,4290,1.0,0.95,0.8,0.7,3,31,315,3153,0.9,0.85,0.8,0.75,"The employer is a civil/construction firm and the role is a site-based occupational health & safety position, so ISIC F (Construction) → 42 (Civil engineering) → 429/4290 (other civil engineering projects) is the best industry fit. The job is most appropriately classified among ISCO technicians/associate professionals as occupational health and safety inspectors/associate professionals (ISCO 3 → 31 → 315 → 3153) given its operational safety leadership, inspections, incident investigation and training responsibilities."
24941,C,21,212,2120,0.85,0.8,0.7,0.65,4,43,431,4311,0.95,0.9,0.85,0.8,"The occupational classification is straightforward: this is a clerical accounting/finance assistant role (ISCO-08 mapped to Numerical and material recording clerks / accounting and bookkeeping clerks). The economic activity classification is inferred from the employer name (Modern Pharmaceutical Limited) as pharmaceutical manufacturing (ISIC Rev.4 Division 21, class 2120), but the posting labels the role as Accounting/Finance which introduces some uncertainty about the firm's principal activity."
25095,Q,88,889,8890,0.9,0.9,0.75,0.65,2,26,263,2634,0.9,0.85,0.85,0.85,"This role is a telephone-based counselling position focused on supporting survivors of family, sexual and child abuse and therefore fits within Human health and social work activities (ISIC Section Q), most closely mapped to Social work activities without accommodation (Division 88) and the class for other social work activities without accommodation. The occupational classification is a strong fit for ISCO-08 counsellors (2634) as the duties are professional counselling rather than clerical call-centre work, though the exact ISIC 4-digit class is somewhat less certain because NGO helpline services can be recorded under several social work/service activity classes."
25044,O,84,841,8411,0.98,0.95,0.85,0.6,1,11,111,1110,1.0,0.98,0.9,0.75,"This is a senior public-sector executive role (Executive Director of an anti-corruption commission) and clearly falls under public administration (ISIC Section O / Division 84). The occupational fit is strongly a top-level manager/senior official (ISCO major group 1, chief executives and senior officials); finer-grained ISIC/ISCO subclass assignments are plausible but given differing class definitions across sources the most detailed class-level codes have lower confidence."
20799,H,51,511,5110,0.99,0.98,0.95,0.9,7,72,723,7232,0.95,0.8,0.6,0.55,"This vacancy is for an aircraft maintenance/watch engineer employed by a passenger airline, so the economic activity best fits ISIC Section H — Air transport (Division 51, Passenger air transport). The occupation maps to craft-level aircraft maintenance/repair (ISCO major group 7), specifically aircraft engine/aircraft maintenance mechanics and repairers, though the role has supervisory/coordination elements which introduce some ambiguity between technician/associate-professional and craft classifications."
25306,H,52,522,5220,0.98,0.97,0.96,0.94,1,13,,,0.9,0.6,0.2,0.1,"The job is clearly within Transportation and Storage (ISIC Section H), specifically Warehousing and support activities for transportation (ISIC 52) and Support activities for transportation (ISIC 522 / 5220), reflecting port stevedoring operations. The occupational classification is at the managerial level (ISCO major group 1) and likely fits a transport/operations manager subcategory, but the exact ISCO 3- and 4-digit unit group is ambiguous from the posting alone and therefore left unspecified."
25194,L,68,682,6820,0.95,0.92,0.9,0.85,1,12,122,1221,0.95,0.85,0.75,0.7,"This job is best classified in ISIC as Real estate activities (Section L), specifically renting and operating of own or leased real estate (68.2 / class 6820), because the role focuses on leasing management for a shopping mall. For occupation, it maps well to a managerial sales/marketing role (ISCO major group 1, sub-major 12) — specifically Sales and Marketing Manager (1221) — reflecting responsibilities for tenant acquisition, negotiation and commercial marketing; there is some uncertainty because it could alternatively be mapped to a property/real-estate manager subclass depending on taxonomy preference."
25168,N,78,781,7810,0.9,0.9,0.85,0.85,7,71,,,0.95,0.8,0.2,0.1,"The posting is published by a manpower/employment placement agency recruiting a pool of tradespeople for projects, so classifying the economic activity as ISIC N (78.10 — Activities of employment placement agencies) is appropriate and has high confidence. The roles sought are various craft trades (plumbers, electricians, carpenters, welders, rigging trainers), which fits ISCO major group 7 (craft and related trades workers) and sub-major 71 (extraction and building trades), but specific 3- and 4-digit occupation codes cannot be reliably assigned because multiple distinct trades are listed."
25210,H,51,511,5110,0.98,0.97,0.92,0.88,1,12,121,1211,0.97,0.9,0.85,0.7,"The employer is an air transport company (passenger air transport), so the ISIC classification is H / 51 / 511 / 5110 (Passenger air transport) with high confidence. The role is a managerial payroll position within the finance function and best maps to ISCO Major group 1 (Managers), sub‑major 12 (Administrative and commercial managers) and the finance/administration manager unit (e.g., Finance managers/Payroll manager), though the exact 4‑digit unit may overlap with administrative or HR management categories, so confidence at the most detailed ISCO level is moderate."
23453,H,51,511,5110,0.95,0.92,0.88,0.78,7,71,,,0.95,0.7,0.25,0.1,"This vacancy is posted by an airline (PNG Air) for in-house building and asset maintenance staff, so the employer’s economic activity is best classified as air passenger transport (ISIC 5110). The advertised roles are multiple craft trades (carpenter, electrician, refrigeration/AC mechanic) and general maintenance, so classification at ISCO major group 7 (Craft and related trades workers) is highly appropriate but lower-level occupation coding is uncertain because several distinct trade specialisations are sought."
25272,M,74,749,7490,0.6,0.58,0.5,0.45,3,31,,,0.9,0.75,0.3,0.2,"The occupation is clearly an occupational health, safety, security and environment (HSSE) role and maps well to ISCO major group 3 (Technicians and associate professionals), though the exact minor/unit group is ambiguous from the posting. The employer's core economic activity is not stated, so the industry is provisionally classified under ISIC M.74 (Other professional, scientific and technical activities — often used for safety/HSSE consultancy or internal corporate safety services) with moderate uncertainty."
25301,F - Construction,43 - Specialized construction activities,"432 - Electrical, plumbing and other construction installation",4321 - Electrical installation,0.98,0.95,0.96,0.99,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic equipment installers and repairers,7411 - Electricians,0.98,0.95,0.93,0.97,"The posting explicitly describes the tasks and qualifications of a building electrician, which maps directly to ISIC class 4321 (electrical installation) within Construction and to ISCO unit group 7411 (Electricians). Classification confidence is high because duties, certifications and workplace context are clearly stated, though the posting does not specify a single construction subsector (e.g., residential vs. industrial)."
24602,B,07,072,,0.99,0.98,0.95,0.2,2,21,211,2112,0.95,0.93,0.9,0.85,"The vacancy is for a senior geologist working for a gold mining company, so the economic activity is clearly Mining and Quarrying (ISIC Rev.4 Section B), specifically metal ore mining (Division 07 / Group 072). The occupation maps well to ISCO-08 Science and engineering professionals, specifically geologists/geophysicists (211/2112); uncertainty remains only at the ISIC 4-digit class level because the posting does not state the exact ISIC class code for the specific mineral product."
25116,F,42,429,4290,0.95,0.9,0.85,0.8,1,13,,,0.98,0.88,0.25,0.15,"The employer is primarily an engineering, procurement and construction (EPC) firm focused on energy/aviation fuel storage and oil & gas projects; this maps best to ISIC Rev.4 Section F (Construction), Division 42 (Civil engineering), class 4290 (Construction of other civil engineering projects). The role is a construction/project manager (a managerial occupation) and therefore maps to ISCO-08 Major Group 1 (Managers) and the sub-major group for production/specialized services managers (13); more specific ISCO 3- and 4-digit assignment is not provided due to ambiguity between construction-specific manager unit groups in available descriptors."
24477,B,07,072,0729,0.99,0.98,0.95,0.9,1,12,121,1213,0.95,0.85,0.75,0.6,"The employer is an operating gold mine, so the economic activity is Mining and quarrying (ISIC Section B), specifically Mining of non-ferrous metal ores (Division 07, Class 0729 — e.g., gold). The role is a managerial position focused on business development, landowner engagement and local enterprise support within a mining company and is therefore best mapped to ISCO Managers — Business services and administration managers (major group 1, sub-major 12, minor 121, unit-group approximated as 1213), though the exact unit-group assignment is less certain because the role combines community/landowner relations with procurement and business development rather than pure corporate business development."
25050,B,07,072,0720,0.95,0.97,0.96,0.95,3,33,,,0.9,0.85,0.3,0.2,"Industry: The position is unambiguously within Mining and quarrying (ISIC Section B), specifically Mining of non-ferrous metal ores (ISIC 072 / class 0720 — gold mining). Occupation: The role is an administrative/contracts position best assigned at the ISCO-08 high level to Business and administration associate professionals (Major Group 3, Sub-major 33); the precise 3- and 4-digit ISCO unit classification is ambiguous (could map to a specialized administrative/contract-management unit or to a business services/administration manager category) and therefore left unspecified."
25023,S,94,94.9,94.99,0.8,0.82,0.78,0.75,4,43,432,4321,0.9,0.85,0.8,0.75,"This role is an administrative/logistics position within an international humanitarian NGO; the employer's activities best align with ISIC Rev.4 Section S (Activities of membership organizations / other non-profit organizations), class 94.99. The occupation is most closely mapped to ISCO-08 as a clerical material-recording/storekeeping role (stock clerk/storekeeper, 4321) given the heavy emphasis on procurement, asset/inventory management and distribution, though duties also include broader office administration and could overlap with administrative associate professional categories."
